maker,product_name,url,fields_found,has_analysis_section,is_therapeutic,disclosed_crude_protein,disclosed_crude_fat,disclosed_crude_fiber,disclosed_crude_ash,disclosed_moisture,disclosed_calorie,disclosed_phosphorus,disclosed_ingredients,crude_protein_value,crude_fat_value,crude_fiber_value,crude_ash_value,moisture_value,calorie_kcal,phosphorus_value,calcium_value,sodium_value,magnesium_value,ingredients_snippet,fetched_at
日本ペットフード株式会社,ミオドライミックス 毛玉対応 １１歳以上かつお味 | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/mxm11,10,True,False,yes,yes,yes,yes,yes,yes,yes,yes,24.0%,8.5%,4.5%,9.0%,10.0%,350kcal,0.5%,0.6%,,１１%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（チキンミール、牛肉粉、豚肉粉）、動物性油脂、魚介類（フィッシュパウダー、カツオ粉末、マグロ節粉、小魚粉末）、脱脂大豆、コエンザイムＱ１０、オリゴ糖、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、セルロース（食物繊維）、ミネラル,2026-06-21
ロイヤルカナンジャポン合同会社,シャム猫（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/siamese-adult-2551,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,36.0%,14.0%,2.4%,8.7%,6.5%,,0.25%,1.0%,0.60%,0.07%,肉類（鶏、七面鳥）、超高消化性植物性タンパク（消化率90%以上）、コーン、小麦、動物性油脂、加水分解タンパク（鶏、七面鳥、魚、豚）、コーングルテン、米、ビートパルプ、魚油（オメガ3系不飽和脂肪酸〔EPA + DHA〕源）、酵母および酵母エキス、大豆油、フラクトオリゴ糖、加水分解酵母（マンナンオリゴ糖源）、ルリチシャ油、,2026-06-21
ロイヤルカナンジャポン合同会社,ペルシャ・チンチラ・ヒマラヤン（子猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/persian-kitten-2554,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,30.0%,20.0%,3.7%,8.8%,6.5%,,0.27%,1.2%,0.60%,0.09%,肉類（鶏、七面鳥）、米、動物性油脂、コーン、超高消化性植物性タンパク（消化率90%以上）、加水分解タンパク（鶏、七面鳥、魚）、植物性繊維、ビートパルプ、酵母および酵母エキス、魚油（オメガ3系不飽和脂肪酸〔EPA + DHA〕源）、大豆油、フラクトオリゴ糖、サイリウム、加水分解酵母（マンナンオリゴ糖及びβｰグルカン源）、,2026-06-21
ロイヤルカナンジャポン合同会社,ペルシャ・チンチラ・ヒマラヤン（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/persian-adult-2552,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,28.0%,20.0%,5.6%,8.0%,6.5%,,0.25%,1.0%,0.50%,0.07%,肉類（鶏、七面鳥、ダック）、動物性油脂、超高消化性小麦タンパク（消化率90%以上）、米、コーン、コーンフラワー、植物性繊維、コーングルテン、小麦粉、酵母および酵母エキス、加水分解タンパク（鶏、七面鳥、魚）、チコリー、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、大豆油、フラクトオリゴ糖、サイリウム、加水分解酵母（,2026-06-21
ロイヤルカナンジャポン合同会社,メインクーン（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/maine-coon-adult-2550,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,29.0%,18.0%,6.0%,8.3%,6.5%,,0.30%,1.0%,0.50%,0.09%,肉類（鶏、七面鳥、ダック）、米、コーン、動物性油脂、コーングルテン、超高消化性小麦タンパク（消化率90%以上）、植物性繊維、加水分解タンパク（鶏、七面鳥、魚）、ビートパルプ、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、大豆油、酵母および酵母エキス、フラクトオリゴ糖、サイリウム、加水分解酵母（マンナンオリゴ糖源）,2026-06-21
ロイヤルカナンジャポン合同会社,ブリティッシュ ショートヘアー（子猫用 ドライ）【マイ ロイヤルカナン限定】 | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/british-shorthair-kitten-2566,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,35.0%,18.0%,3.2%,8.6%,6.5%,,0.25%,1.2%,0.55%,0.08%,肉類（鶏、七面鳥）、米、超高消化性植物性タンパク（消化率90%以上）、動物性油脂、コーン、加水分解タンパク（鶏、七面鳥）、小麦粉、コーングルテン、ビートパルプ、植物性繊維、魚油、大豆油、酵母および酵母エキス、フラクトオリゴ糖、サイリウム、加水分解酵母（マンナンオリゴ糖源）、ルリチシャ油、マリーゴールドエキス（ルテイン源,2026-06-21
ロイヤルカナンジャポン合同会社,アメリカンショートヘアー（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/american-shorthair-adult-4350,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,29.0%,14.0%,6.5%,8.1%,6.5%,,0.23%,0.9%,0.50%,0.07%,肉類（鶏、七面鳥）、とうもろこし、植物性分離タンパク*、動物性脂肪、コーングルテン、米、小麦、植物性繊維、加水分解タンパク（鶏、七面鳥、豚）、小麦粉、チコリパルプ、魚油（オメガ3系不飽和脂肪酸源）、大豆油（オメガ6系不飽和脂肪酸源）、酵母および酵母エキス、フラクトオリゴ糖、ルリチシャ油、マリーゴールド抽出物（ルテイン源,2026-06-21
ロイヤルカナンジャポン合同会社,ベンガル（成猫用 ドライ）【マイ ロイヤルカナン限定】 | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/bengal-adult-4370,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,38.0%,16.0%,4.7%,8.4%,6.5%,,0.24%,0.9%,0.60%,0.07%,肉類（鶏、七面鳥）、超高消化性植物性タンパク（消化率90%以上）、小麦、動物性油脂、コーングルテン、コーン、加水分解タンパク（鶏、七面鳥、魚）、米、植物性繊維、チコリー、大豆油（オメガ6系不飽和脂肪酸源）、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、酵母および酵母エキス、フラクトオリゴ糖、ルリチシャ油、マリーゴ,2026-06-21
ロイヤルカナンジャポン合同会社,ブリティッシュ ショートヘアー (成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/british-shorthair-adult-2557,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,32.0%,17.0%,6.3%,7.6%,6.5%,,0.30%,0.9%,0.50%,0.08%,肉類（鶏、七面鳥、ダック）、超高消化性小麦タンパク（消化率90%以上）、米、コーン、動物性油脂、植物性繊維、コーングルテン、加水分解タンパク（鶏、七面鳥、魚）、チコリー、大豆油、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、酵母および酵母エキス、フラクトオリゴ糖、加水分解酵母（マンナンオリゴ糖源）、ルリチシャ油、,2026-06-21
ロイヤルカナンジャポン合同会社,メインクーン（子猫用 ドライ）【マイ ロイヤルカナン限定】  | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/maine-coon-kitten-2558,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,34.0%,21.0%,3.9%,9.1%,6.5%,,0.27%,1.3%,0.60%,0.09%,肉類（鶏、七面鳥）、動物性油脂、米、超高消化性植物性タンパク（消化率90%以上）、コーン、加水分解タンパク（鶏、七面鳥）、小麦粉、植物性繊維、ビートパルプ、酵母および酵母エキス、魚油、大豆油、フラクトオリゴ糖、サイリウム、加水分解酵母（マンナンオリゴ糖及びβｰグルカン源）、ルリチシャ油、マリーゴールドエキス（ルテイン源,2026-06-21
ロイヤルカナンジャポン合同会社,ラグドール（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/ragdoll-adult-2515,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,30.0%,16.0%,5.0%,8.4%,6.5%,,0.30%,1.0%,0.60%,0.08%,肉類（鶏、七面鳥、ダック）、超高消化性小麦タンパク（消化率90%以上）、コーン、動物性油脂、小麦、米、コーングルテン、小麦粉、植物性繊維、チコリー、加水分解タンパク（鶏、七面鳥、魚）、大豆油、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、酵母および酵母エキス、サイリウム、フラクトオリゴ糖、加水分解酵母（マンナンオ,2026-06-21
ロイヤルカナンジャポン合同会社,ノルウェージャン フォレスト キャット（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/norwegian-forest-cat-adult-2516,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,28.0%,14.0%,6.6%,8.4%,6.5%,,0.24%,1.0%,0.50%,0.08%,肉類（鶏、七面鳥）、コーン、米、超高消化性植物性タンパク（消化率90%以上）、動物性油脂、小麦、加水分解タンパク（鶏、七面鳥、魚、豚）、植物性繊維、小麦粉、コーングルテン、チコリー、大豆油（オメガ6系不飽和脂肪酸源）、魚油（オメガ3系不飽和脂肪酸〔EPA + DHA〕源）、サイリウム、酵母および酵母エキス、フラクトオリ,2026-06-21
ロイヤルカナンジャポン合同会社,ヘアボール ケア（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/hairball-care-2534,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,32.0%,13.0%,7.7%,7.6%,6.5%,,0.14%,1.2%,0.50%,0.07%,肉類（鶏、七面鳥）、超高消化性小麦タンパク（消化率90%以上）、コーン、植物性繊維、米、動物性油脂、加水分解タンパク（鶏、七面鳥）、小麦、コーンフラワー、コーングルテン、ビートパルプ、酵母および酵母エキス、大豆油、魚油、サイリウム、フラクトオリゴ糖、アミノ酸類（DL-メチオニン、タウリン）、ミネラル類（Cl、K、Ca、,2026-06-21
ロイヤルカナンジャポン合同会社,インスティンクティブ ローフ（成猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/instinctive-loaf-4146,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,10.0%,1.2%,2.0%,2.2%,83.0%,,0.07%,0.3%,0.17%,0.02%,肉類（鶏、豚）、セルロース、コーンスターチ、加水分解鶏レバー、トマト（リコピン源）、小麦タンパク、調味料（アミノ酸類）、アミノ酸類（メチオニン、タウリン、グリシン）、増粘安定剤（増粘多糖類）、ミネラル類（Na、P、Ca、K、Cl、Zn、Fe、Cu、Mn、I、キレートミネラル（Zn、Cu、Mn））、ビタミン類（D3、コリ,2026-06-21
ロイヤルカナンジャポン合同会社,ステアライズド 7+（避妊・去勢後 中高齢猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/sterilised-7%2b-2560,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,34.0%,10.0%,6.3%,8.8%,6.5%,,0.23%,0.9%,0.70%,0.07%,コーン、超高消化性植物性タンパク（消化率90%以上）、肉類（鶏、七面鳥）、加水分解タンパク（鶏、七面鳥、魚、豚）、コーングルテン、植物性繊維、動物性油脂、小麦、米、酵母および酵母エキス、ビートパルプ、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、フラクトオリゴ糖、サイリウム、大豆油、グルコサミン、マリーゴールド（,2026-06-21
ロイヤルカナンジャポン合同会社,エイジング ステアライズド（避妊・去勢後 高齢猫用 ドライ ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/ageing-11%2b-sterilised-2565/ageing11sterilised,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,28.0%,10.5%,5.2%,6.4%,6.5%,,0.23%,0.7%,0.51%,0.07%,小麦、コーン、超高消化性小麦タンパク（消化率90%以上）、肉類（鶏、七面鳥、ダック）、コーンフラワー、加水分解タンパク（鶏、七面鳥、魚）、植物性繊維、動物性油脂、大豆油（オメガ6系不飽和脂肪酸源）、ビートパルプ、コーングルテン、酵母および酵母エキス、藻類油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、トマト（リコピン,2026-06-21
ロイヤルカナンジャポン合同会社,エイジング 11+ (高齢猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/ageing-11%2b-2561/ageing11,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,28.0%,15.0%,3.9%,6.7%,6.5%,,0.25%,0.8%,0.56%,0.08%,コーン、小麦、肉類（鶏、七面鳥、ダック）、超高消化性小麦タンパク（消化率90%以上）、動物性油脂、加水分解タンパク（鶏、七面鳥、魚）、ビートパルプ、コーングルテン、大豆油（オメガ6系不飽和脂肪酸源）、酵母および酵母エキス、植物性繊維、藻類油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、トマト（リコピン源）、サイリウム,2026-06-21
ロイヤルカナンジャポン合同会社,ステアライズド（避妊・去勢後 成猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/sterilised-gravy-4095,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,6.9%,0.6%,2.4%,1.6%,84.0%,,0.06%,0.3%,0.16%,0.02%,肉類（鶏、豚）、小麦粉、豚タンパク、セルロース、調味料（アミノ酸類）、酵母エキス、アミノ酸類（グリシン、タウリン、メチオニン、L-カルニチン）、増粘安定剤（増粘多糖類）、ゼオライト、ミネラル類（Na、P、Cl、K、Zn、Fe、Cu、Mn、I、キレートミネラル（Zn、Cu、Mn））、ビタミン類（コリン、D3、E、B1、ナ,2026-06-21
ロイヤルカナンジャポン合同会社,インスティンクティブ ゼリー（成猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/instinctive-jelly-4074,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,9.9%,2.5%,1.6%,1.8%,83.0%,,0.08%,0.2%,0.17%,0.02%,肉類（鶏、豚）、豚タンパク、小麦タンパク、サンフラワーオイル、セルロース、調味料（アミノ酸類）、酵母エキス、アミノ酸類（グリシン、タウリン、メチオニン）、増粘安定剤（増粘多糖類）、ミネラル類（Na、P、Ca、K、Cl、Mg、Zn、Fe、Cu、Mn、I、キレートミネラル（Zn、Cu、Mn））、ビタミン類（コリン、D3、E,2026-06-21
ロイヤルカナンジャポン合同会社,インスティンクティブ 7+（中高齢猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/instinctive-7%2b-gravy-4083,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,8.5%,0.5%,2.1%,1.4%,83.5%,,0.10%,0.2%,0.12%,0.02%,肉類（豚、鶏）、米粉、超高消化性小麦タンパク（消化率90%以上）、豚タンパク、セルロース、ポリリン酸ナトリウム、調味料（アミノ酸類）、マリーゴールド（ルテイン源）、グルコサミン、酵母エキス、加水分解軟骨（コンドロイチン硫酸源）、アミノ酸類（グリシン、タウリン、メチオニン）、増粘安定剤（増粘多糖類）、ミネラル類 （Ca、,2026-06-21
ロイヤルカナンジャポン合同会社,エイジング 11+ （高齢猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/ageing-11%2b-chunks-in-gravy-4082/ageing11wet,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,7.6%,2.0%,1.5%,1.5%,83.7%,,0.11%,0.2%,0.16%,0.02%,肉類（豚、鶏）、コーンフラワー、超高消化性小麦タンパク（消化率90%以上）、サンフラワーオイル、コーンスターチ、セルロース、藻類油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、トマト（リコピン源）、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、調味料（アミノ酸類）、加水分解酵母（マンナンオリゴ糖源）、グルコサミ,2026-06-21
ロイヤルカナンジャポン合同会社,ライト ウェイト ケア (成猫用 ウェット) | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/light-weight-care-gravy-4070,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,8.0%,0.1%,2.2%,1.9%,85.0%,,0.07%,0.3%,0.18%,0.01%,鶏肉、豚肉、米粉、豚タンパク、セルロース、小麦タンパク、調味料（アミノ酸類）、酵母エキス、アミノ酸類（グリシン、タウリン、メチオニン、L-カルニチン）、増粘安定剤（増粘多糖類）、ミネラル類（Na、P、K、Ca、Cl、Zn、Fe、Cu、Mn、I、キレートミネラル（Zn、Cu、Mn））、ビタミン類（コリン、D3、E、B1、,2026-06-21
ロイヤルカナンジャポン合同会社,キトン ローフ（子猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/kitten-loaf-in-sauce-4145,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,10.0%,1.9%,1.8%,2.0%,81.4%,,0.11%,0.3%,0.18%,0.02%,鶏肉、豚肉、小麦タンパク、コーンスターチ、セルロース、トマト（リコピン源）、魚油（EPA/DHA源）、加水分解酵母（マンナンオリゴ糖及びβｰグルカン源）、調味料（アミノ酸類）、マリーゴールド、β-カロテン、アミノ酸類（タウリン、メチオニン、グリシン）、増粘安定剤（増粘多糖類）、ミネラル類（Ca、P、Na、K、Cl、Mg,2026-06-21
ロイヤルカナンジャポン合同会社,マザー & ベビーキャット（子猫/母猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/mother-%26-babycat-ultra-soft-mousse-4098,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,8.5%,3.5%,2.4%,2.1%,81.5%,,0.12%,0.3%,0.11%,0.02%,肉類、コーンスターチ、カゼインカルシウム、セルロース、小麦グルテン、魚油、ひまわり油、酵母抽出物（マンナンオリゴ糖源）、調味料（アミノ酸等）、ルテイン、アミノ酸類、増粘安定剤（増粘多糖類）、ミネラル類、ビタミン類 給与量ガイド ＜子猫＞ 1日の標準給与量目安(成猫時体重：3～5kg） 月齢(ヵ月) ウェットのみを与える,2026-06-21
ロイヤルカナンジャポン合同会社,キトン ゼリー（子猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/kitten--chunks-in-jelly-4150,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,10.0%,2.0%,1.4%,1.7%,82.8%,,0.11%,0.3%,0.15%,0.02%,鶏肉、豚肉、小麦タンパク、セルロース、魚油（EPA/DHA源）、加水分解酵母（マンナンオリゴ糖及びβｰグルカン源）、調味料（アミノ酸類）、マリーゴールド、酵母、β-カロテン、アミノ酸類（グリシン、タウリン、メチオニン）、増粘安定剤（増粘多糖類）、ミネラル類（Na、P、K、Ca、Cl、Mg、Zn、Fe、Cu、Mn、I）、,2026-06-21
ロイヤルカナンジャポン合同会社,エイジング 15+ （高齢猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/ageing-15%2b-chunks-in-gravy-8076,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,7.6%,2.5%,1.4%,1.5%,82.1%,,0.12%,0.2%,0.16%,0.02%,肉類（豚、鶏）、コーンフラワー、サンフラワーオイル、コーンスターチ、超高消化性小麦タンパク（消化率90%以上）、セルロース、藻類油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、トマト（リコピン源）、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、調味料（アミノ酸類）、加水分解酵母（マンナンオリゴ糖源）、ルリチシャ,2026-06-21
ロイヤルカナンジャポン合同会社,エクシジェント トライアルセット（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/exigent-trial-set-8094,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,31.0%,14.0%,4.1%,8.3%,6.5%,,0.20%,1.1%,0.45%,0.09%,[セイバー エクシジェント]コーン、肉類（鶏、七面鳥、ダック）、米、動物性油脂、超高消化性小麦タンパク（消化率90%以上）、超高消化性大豆タンパク（消化率90%以上）、コーングルテン、植物性繊維、加水分解タンパク（鶏、七面鳥、魚）、酵母および酵母エキス、ビートパルプ、大豆油、塩化アンモニウム、フラクトオリゴ糖、ルリチシ,2026-06-21
ロイヤルカナンジャポン合同会社,アロマエクシジェント（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/aroma-exigent-2543,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,31.0%,13.0%,4.2%,9.0%,6.5%,,0.22%,1.2%,0.60%,0.09%,コーン、魚肉、動物性油脂、肉類（鶏、七面鳥）、小麦、コーングルテン、超高消化性植物性タンパク（消化率90%以上）、加水分解タンパク（鶏、七面鳥、魚）、コーンフラワー、植物性繊維、ビートパルプ、酵母および酵母エキス、大豆油、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、ルリチシャ油、アミノ酸類（DL-メチオニン、L,2026-06-21
ロイヤルカナンジャポン合同会社,インドア 7+（室内 中高齢猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/indoor-7%2b-2548,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,25.0%,11.0%,4.6%,7.7%,6.5%,,0.22%,0.9%,0.40%,0.08%,コーン、肉類（鶏、七面鳥、ダック）、小麦、超高消化性小麦タンパク（消化率90%以上）、大麦、コーンフラワー、コーングルテン、動物性油脂、加水分解タンパク（鶏、七面鳥、魚）、植物性繊維、ビートパルプ、大豆油、酵母および酵母エキス、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、サイリウム、塩化アンモニウム、フラクトオ,2026-06-21
ロイヤルカナンジャポン合同会社,マザー & ベビーキャット（子猫/母猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/mother-%26-babycat-2544,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,32.0%,23.0%,2.8%,8.4%,6.5%,,0.28%,1.3%,0.50%,0.09%,肉類（鶏、七面鳥、ダック）、動物性油脂、米、超高消化性小麦タンパク（消化率90%以上）、コーンフラワー、加水分解タンパク（鶏、七面鳥、魚）、酵母および酵母エキス、ビートパルプ、植物性繊維、大豆油、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、フラクトオリゴ糖、加水分解酵母（マンナンオリゴ糖及びβｰグルカン源）、藻,2026-06-21
ロイヤルカナンジャポン合同会社,インドア ロングヘアー（室内 成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/indoor-long-hair-2549,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,28.0%,13.0%,5.0%,9.1%,6.5%,,0.18%,1.1%,0.60%,0.08%,肉類（鶏、七面鳥）、コーン、米、超高消化性植物性タンパク（消化率90%以上）、小麦、動物性油脂、加水分解タンパク（鶏、七面鳥、魚）、小麦粉、植物性繊維、大豆油、ビートパルプ、酵母および酵母エキス、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、フラクトオリゴ糖、サイリウム、ルリチシャ油、アミノ酸類（タウリン、L-シ,2026-06-21
ロイヤルカナンジャポン合同会社,ベビーキャットミルク | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/babycat-milk-2553,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,31.0%,37.0%,1.0%,5.5%,3.5%,,0.19%,1.2%,0.20%,0.10%,ミルクプロテイン、乳脂肪、パームオイル、乳清タンパク、大豆油、コプラ油、レシチン、フラクトオリゴ糖、魚油（DHA源）、アラキドン酸含有油、調味料、アミノ酸類 (DL-メチオニン、タウリン、L-アルギニン)、ミネラル類 (Ca、P、Zn、Fe、Mn、Cu、I、Se)、ビタミン類 (A、コリン、D3、E、ナイアシン、C、パ,2026-06-21
ロイヤルカナンジャポン合同会社,ユリナリー ケア（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/urinary-care-1800,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,31.0%,11.0%,6.0%,7.5%,6.5%,,0.22%,0.9%,0.70%,0.06%,超高消化性小麦タンパク（消化率90%以上）、コーン、肉類（鶏、七面鳥）、米、小麦、動物性油脂、植物性繊維、コーングルテン、加水分解タンパク（鶏、七面鳥、魚）、コーンフラワー、ビートパルプ、酵母および酵母エキス、大豆油、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、マリーゴールド（ルテイン源）、アミノ酸類（DL-メ,2026-06-21
ロイヤルカナンジャポン合同会社,キトン グレービー（子猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/kitten-chunks-in-gravy-4058,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,10.0%,2.0%,1.7%,2.0%,81.2%,,0.11%,0.3%,0.15%,0.02%,鶏肉、豚肉、小麦タンパク、豚タンパク、コーンスターチ、セルロース、魚油（オメガ3系不飽和脂肪酸〔EPA + DHA〕源）、米粉、加水分解酵母（マンナンオリゴ糖及びβｰグルカン源）、調味料（アミノ酸類）、サンフラワーオイル、マリーゴールド、酵母エキス、β-カロテン、アミノ酸類（グリシン、タウリン、メチオニン）、増粘安定剤,2026-06-21
ロイヤルカナンジャポン合同会社,インドア 7+ グレービー（室内 中高齢猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/indoor-sterilised-7%2b-morsels-in-gravy-1305,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,8.4%,0.9%,1.8%,1.6%,83.7%,,0.10%,0.2%,0.09%,0.01%,肉類（鶏、豚）、コーンフラワー、豚タンパク、セルロース、コーングルテン、魚油（オメガ3系不飽和脂肪酸〔EPA + DHA〕源）、調味料（アミノ酸類）、グルコサミン、酵母エキス、マリーゴールド（ルテイン源）、加水分解軟骨（コンドロイチン硫酸源）、アミノ酸類（グリシン、タウリン、メチオニン、L-カルニチン）、ゼオライト、増,2026-06-21
ロイヤルカナンジャポン合同会社,インドア ローフ（室内 成猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/indoor-sterilised-in-loaf-1293,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,8.8%,1.2%,2.3%,2.0%,83.4%,,0.10%,0.2%,0.18%,0.01%,肉類（鶏、豚）、セルロース、小麦タンパク、コーンスターチ、サンフラワーオイル、トマト（リコピン源）、魚油（オメガ3系不飽和脂肪酸〔EPA + DHA〕源）、調味料（アミノ酸類）、アミノ酸類（グリシン、タウリン、メチオニン、L-カルニチン）、増粘安定剤（増粘多糖類）、ゼオライト、ミネラル類（Na、P、Ca、K、Cl、Zn,2026-06-21
ロイヤルカナンジャポン合同会社,インドア ゼリー（室内 成猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/indoor-sterilised-morsels-in-jelly-1288,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,7.7%,1.3%,1.8%,2.0%,84.0%,,0.10%,0.3%,0.17%,0.02%,肉類（鶏、豚）、コーンフラワー、豚タンパク、セルロース、サンフラワーオイル、魚油（オメガ3系不飽和脂肪酸〔EPA + DHA〕源）、調味料（アミノ酸類）、酵母エキス、アミノ酸類（グリシン、タウリン、メチオニン、L-カルニチン）、増粘安定剤（増粘多糖類）、ゼオライト、ミネラル類 (Na、P、Ca、K、Cl、Zn、Fe、C,2026-06-21
ロイヤルカナンジャポン合同会社,センサリー テイスト（成猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/sensory-taste-chunks-in-gravy-1518,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,9.5%,0.8%,1.5%,1.8%,82.5%,,0.07%,0.2%,0.18%,0.01%,肉類（豚、鶏）、小麦タンパク、コーンフラワー、加水分解鶏レバー、コーンスターチ、セルロース、コーングルテン、酵母、加水分解鶏肉、サンフラワーオイル、アミノ酸類（グリシン、タウリン、メチオニン）、増粘安定剤（増粘多糖類）、ミネラル類（Ca、Na、P、K、Cl、Zn、Fe、Cu、Mn、I）、キレートミネラル（Zn、Cu、M,2026-06-21
